Epoch,Joint,Rec,KLD
1926,145.756,0.279,0.299
1927,145.514,0.278,0.299
1928,145.394,0.278,0.300
1929,145.557,0.278,0.300
1930,145.091,0.277,0.301
1931,144.328,0.276,0.300
1932,145.354,0.278,0.301
1933,144.913,0.277,0.300
1934,145.925,0.279,0.302
1935,144.877,0.277,0.300
1936,144.519,0.276,0.300
1937,145.365,0.278,0.299
1938,145.955,0.279,0.301
1939,144.816,0.276,0.302
1940,146.250,0.279,0.301
1941,144.937,0.277,0.301
1942,144.051,0.275,0.300
1943,144.740,0.276,0.302
1944,145.273,0.277,0.303
1945,145.113,0.277,0.301
1946,145.561,0.278,0.301
1947,145.284,0.277,0.302
1948,144.240,0.275,0.300
1949,145.309,0.278,0.300
1950,144.873,0.277,0.299
1951,145.061,0.277,0.302
1952,146.440,0.280,0.302
1953,145.358,0.278,0.300
1954,145.130,0.277,0.303
1955,145.723,0.279,0.298
1956,144.594,0.276,0.304
1957,145.686,0.278,0.301
1958,146.288,0.279,0.302
1959,145.060,0.277,0.299
1960,145.933,0.279,0.300
1961,146.277,0.279,0.303
1962,144.714,0.276,0.301
1963,146.143,0.279,0.298
1964,144.089,0.275,0.301
1965,145.764,0.278,0.301
1966,144.651,0.276,0.302
1967,146.161,0.279,0.301
1968,145.505,0.278,0.302
1969,146.135,0.279,0.303
1970,144.649,0.276,0.303
1971,146.087,0.279,0.300
1972,144.764,0.276,0.301
1973,145.462,0.278,0.301
1974,144.438,0.276,0.302
1975,144.964,0.277,0.302
1976,145.010,0.277,0.302
1977,143.656,0.274,0.300
1978,144.744,0.276,0.299
1979,145.516,0.278,0.300
1980,144.749,0.276,0.300
1981,145.129,0.277,0.301
1982,145.942,0.279,0.301
1983,145.081,0.277,0.304
1984,145.994,0.279,0.302
1985,145.513,0.278,0.303
1986,145.009,0.277,0.302
1987,145.407,0.278,0.301
1988,145.359,0.277,0.304
1989,144.161,0.275,0.303
1990,144.537,0.276,0.302
1991,146.684,0.280,0.301
1992,145.002,0.277,0.301
1993,145.840,0.279,0.299
1994,145.224,0.277,0.300
1995,145.266,0.277,0.303
1996,144.979,0.277,0.301
1997,145.722,0.278,0.301
1998,144.784,0.276,0.301
1999,144.928,0.277,0.300
2000,145.147,0.277,0.304
